file,Query,FragmentCount,serialiser,,parameterSet,runNr,serializeTiming(ms),deSerializeTiming(ms),outputBytes,Transfertime 1MB/s (ms)
/home/mmlab/serializations-test/queries-13,13,,"ERI_{disable_consistent_predicates=true, block_size=1024}",,4,1,175,144,764441,729.0277481
/home/mmlab/serializations-test/queries-13,13,,"ERI_{disable_consistent_predicates=true, block_size=1024}_gzip",,7,1,200,162,606820,578.7086487
/home/mmlab/serializations-test/queries-13,13,,"ERI_{disable_consistent_predicates=true, block_size=2048}",,5,1,161,124,764441,729.0277481
/home/mmlab/serializations-test/queries-13,13,,"ERI_{disable_consistent_predicates=true, block_size=2048}_gzip",,8,1,199,136,606820,578.7086487
/home/mmlab/serializations-test/queries-13,13,,"ERI_{disable_consistent_predicates=true, block_size=4096}",,6,1,156,127,764441,729.0277481
/home/mmlab/serializations-test/queries-13,13,,"ERI_{disable_consistent_predicates=true, block_size=4096}_gzip",,9,1,207,146,606820,578.7086487
/home/mmlab/serializations-test/queries-13,13,,N-Triples_utf-8,,1,1,56,118,4390886,4187.475204
/home/mmlab/serializations-test/queries-13,13,,N-Triples_utf-8_gzipped,,2,1,123,172,691613,659.573555
/home/mmlab/serializations-test/queries-13,13,,RDF_THRIFT,,1,1,130,183,4162670,3969.831467
/home/mmlab/serializations-test/queries-13,13,,RDF_THRIFT_gzipped,,3,1,212,204,844739,805.6058884
/home/mmlab/serializations-test/queries-13,13,,RDF_THRIFT_Value,,2,1,119,177,4110436,3920.017242
/home/mmlab/serializations-test/queries-13,13,,RDF_THRIFT_Value_gzipped,,4,1,188,251,835381,796.6814041
/home/mmlab/serializations-test/queries-13,13,,SesameRIO_BINARY_1600,,5,1,62,68,4997433,4765.9235
/home/mmlab/serializations-test/queries-13,13,,SesameRIO_BINARY_1600_gzipped,,8,1,180,120,1043137,994.8129654
/home/mmlab/serializations-test/queries-13,13,,SesameRIO_BINARY_32000,,6,1,81,74,4997433,4765.9235
/home/mmlab/serializations-test/queries-13,13,,SesameRIO_BINARY_32000_gzipped,,9,1,204,120,1043096,994.7738647
/home/mmlab/serializations-test/queries-13,13,,SesameRIO_BINARY_800,,4,1,53,72,4997433,4765.9235
/home/mmlab/serializations-test/queries-13,13,,SesameRIO_BINARY_800_gzipped,,7,1,173,105,1043167,994.8415756
/home/mmlab/serializations-test/queries-13,13,,SesameRIO_TURTLE_0,,1,1,87,203,2424584,2312.263489
/home/mmlab/serializations-test/queries-13,13,,SesameRIO_TURTLE_0_gzipped,,2,1,106,259,665152,634.3383789
/home/mmlab/serializations-test/queries-13,13,,Turtle_blocks,,1,1,134,366,2500012,2384.197235
/home/mmlab/serializations-test/queries-13,13,,Turtle_blocks_gzipped,,4,1,151,387,675014,643.743515
/home/mmlab/serializations-test/queries-13,13,,Turtle_flat,,2,1,140,376,3515386,3352.53334
/home/mmlab/serializations-test/queries-13,13,,Turtle_flat_gzipped,,5,1,183,401,664465,633.6832047
/home/mmlab/serializations-test/queries-13,13,,Turtle_pretty,,3,1,150,321,2770776,2642.417908
/home/mmlab/serializations-test/queries-13,13,,Turtle_pretty_gzipped,,6,1,173,372,666758,635.8699799
/home/mmlab/serializations-test/queries-13,13,,"ERI_{disable_consistent_predicates=true, block_size=1024}",,4,2,178,134,764441,729.0277481
/home/mmlab/serializations-test/queries-13,13,,"ERI_{disable_consistent_predicates=true, block_size=1024}_gzip",,7,2,220,153,606820,578.7086487
/home/mmlab/serializations-test/queries-13,13,,"ERI_{disable_consistent_predicates=true, block_size=2048}",,5,2,176,139,764441,729.0277481
/home/mmlab/serializations-test/queries-13,13,,"ERI_{disable_consistent_predicates=true, block_size=2048}_gzip",,8,2,208,152,606820,578.7086487
/home/mmlab/serializations-test/queries-13,13,,"ERI_{disable_consistent_predicates=true, block_size=4096}",,6,2,168,122,764441,729.0277481
/home/mmlab/serializations-test/queries-13,13,,"ERI_{disable_consistent_predicates=true, block_size=4096}_gzip",,9,2,231,163,606820,578.7086487
/home/mmlab/serializations-test/queries-13,13,,N-Triples_utf-8,,1,2,65,135,4390886,4187.475204
/home/mmlab/serializations-test/queries-13,13,,N-Triples_utf-8_gzipped,,2,2,119,158,691407,659.3770981
/home/mmlab/serializations-test/queries-13,13,,RDF_THRIFT,,1,2,136,181,4162670,3969.831467
/home/mmlab/serializations-test/queries-13,13,,RDF_THRIFT_gzipped,,3,2,189,223,844600,805.4733276
/home/mmlab/serializations-test/queries-13,13,,RDF_THRIFT_Value,,2,2,130,177,4110436,3920.017242
/home/mmlab/serializations-test/queries-13,13,,RDF_THRIFT_Value_gzipped,,4,2,168,217,835263,796.5688705
/home/mmlab/serializations-test/queries-13,13,,SesameRIO_BINARY_1600,,5,2,49,82,4997433,4765.9235
/home/mmlab/serializations-test/queries-13,13,,SesameRIO_BINARY_1600_gzipped,,8,2,170,110,1043224,994.8959351
/home/mmlab/serializations-test/queries-13,13,,SesameRIO_BINARY_32000,,6,2,96,69,4997433,4765.9235
/home/mmlab/serializations-test/queries-13,13,,SesameRIO_BINARY_32000_gzipped,,9,2,212,116,1043071,994.7500229
/home/mmlab/serializations-test/queries-13,13,,SesameRIO_BINARY_800,,4,2,47,70,4997433,4765.9235
/home/mmlab/serializations-test/queries-13,13,,SesameRIO_BINARY_800_gzipped,,7,2,176,109,1042889,994.5764542
/home/mmlab/serializations-test/queries-13,13,,SesameRIO_TURTLE_0,,1,2,81,207,2424584,2312.263489
/home/mmlab/serializations-test/queries-13,13,,SesameRIO_TURTLE_0_gzipped,,2,2,126,249,665170,634.355545
/home/mmlab/serializations-test/queries-13,13,,Turtle_blocks,,1,2,128,344,2500012,2384.197235
/home/mmlab/serializations-test/queries-13,13,,Turtle_blocks_gzipped,,4,2,178,378,674985,643.7158585
/home/mmlab/serializations-test/queries-13,13,,Turtle_flat,,2,2,144,343,3515386,3352.53334
/home/mmlab/serializations-test/queries-13,13,,Turtle_flat_gzipped,,5,2,218,380,664780,633.9836121
/home/mmlab/serializations-test/queries-13,13,,Turtle_pretty,,3,2,139,343,2770776,2642.417908
/home/mmlab/serializations-test/queries-13,13,,Turtle_pretty_gzipped,,6,2,204,405,666744,635.8566284
/home/mmlab/serializations-test/queries-13,13,,"ERI_{disable_consistent_predicates=true, block_size=1024}",,4,3,148,130,764441,729.0277481
/home/mmlab/serializations-test/queries-13,13,,"ERI_{disable_consistent_predicates=true, block_size=1024}_gzip",,7,3,211,155,606820,578.7086487
/home/mmlab/serializations-test/queries-13,13,,"ERI_{disable_consistent_predicates=true, block_size=2048}",,5,3,173,128,764441,729.0277481
/home/mmlab/serializations-test/queries-13,13,,"ERI_{disable_consistent_predicates=true, block_size=2048}_gzip",,8,3,205,145,606820,578.7086487
/home/mmlab/serializations-test/queries-13,13,,"ERI_{disable_consistent_predicates=true, block_size=4096}",,6,3,161,133,764441,729.0277481
/home/mmlab/serializations-test/queries-13,13,,"ERI_{disable_consistent_predicates=true, block_size=4096}_gzip",,9,3,218,151,606820,578.7086487
/home/mmlab/serializations-test/queries-13,13,,N-Triples_utf-8,,1,3,83,129,4390886,4187.475204
/home/mmlab/serializations-test/queries-13,13,,N-Triples_utf-8_gzipped,,2,3,108,153,691500,659.4657898
/home/mmlab/serializations-test/queries-13,13,,RDF_THRIFT,,1,3,134,186,4162670,3969.831467
/home/mmlab/serializations-test/queries-13,13,,RDF_THRIFT_gzipped,,3,3,184,220,844694,805.562973
/home/mmlab/serializations-test/queries-13,13,,RDF_THRIFT_Value,,2,3,122,174,4110436,3920.017242
/home/mmlab/serializations-test/queries-13,13,,RDF_THRIFT_Value_gzipped,,4,3,173,217,834963,796.2827682
/home/mmlab/serializations-test/queries-13,13,,SesameRIO_BINARY_1600,,5,3,62,77,4997433,4765.9235
/home/mmlab/serializations-test/queries-13,13,,SesameRIO_BINARY_1600_gzipped,,8,3,189,131,1042973,994.6565628
/home/mmlab/serializations-test/queries-13,13,,SesameRIO_BINARY_32000,,6,3,94,74,4997433,4765.9235
/home/mmlab/serializations-test/queries-13,13,,SesameRIO_BINARY_32000_gzipped,,9,3,205,117,1043171,994.8453903
/home/mmlab/serializations-test/queries-13,13,,SesameRIO_BINARY_800,,4,3,52,76,4997433,4765.9235
/home/mmlab/serializations-test/queries-13,13,,SesameRIO_BINARY_800_gzipped,,7,3,161,120,1043229,994.9007034
/home/mmlab/serializations-test/queries-13,13,,SesameRIO_TURTLE_0,,1,3,71,225,2424584,2312.263489
/home/mmlab/serializations-test/queries-13,13,,SesameRIO_TURTLE_0_gzipped,,2,3,119,251,665201,634.3851089
/home/mmlab/serializations-test/queries-13,13,,Turtle_blocks,,1,3,132,341,2500012,2384.197235
/home/mmlab/serializations-test/queries-13,13,,Turtle_blocks_gzipped,,4,3,198,380,675066,643.7931061
/home/mmlab/serializations-test/queries-13,13,,Turtle_flat,,2,3,130,350,3515386,3352.53334
/home/mmlab/serializations-test/queries-13,13,,Turtle_flat_gzipped,,5,3,176,442,664598,633.8100433
/home/mmlab/serializations-test/queries-13,13,,Turtle_pretty,,3,3,149,333,2770776,2642.417908
/home/mmlab/serializations-test/queries-13,13,,Turtle_pretty_gzipped,,6,3,201,408,666746,635.8585358
/home/mmlab/serializations-test/queries-13,13,900,"ERI_{disable_consistent_predicates=true, block_size=1024}",ERI (1024),4,4,176,123,764441,729.0277481
/home/mmlab/serializations-test/queries-13,13,900,"ERI_{disable_consistent_predicates=true, block_size=1024}_gzip","ERI (1024,GZIP)",7,4,217,163,606820,578.7086487
/home/mmlab/serializations-test/queries-13,13,900,"ERI_{disable_consistent_predicates=true, block_size=2048}",ERI (2048),5,4,180,124,764441,729.0277481
/home/mmlab/serializations-test/queries-13,13,900,"ERI_{disable_consistent_predicates=true, block_size=2048}_gzip","ERI (2048,GZIP)",8,4,218,150,606820,578.7086487
/home/mmlab/serializations-test/queries-13,13,900,"ERI_{disable_consistent_predicates=true, block_size=4096}",ERI (4096),6,4,173,135,764441,729.0277481
/home/mmlab/serializations-test/queries-13,13,900,"ERI_{disable_consistent_predicates=true, block_size=4096}_gzip","ERI (4096,GZIP)",9,4,214,161,606820,578.7086487
/home/mmlab/serializations-test/queries-13,13,900,N-Triples_utf-8,N-Triples,1,4,61,124,4390886,4187.475204
/home/mmlab/serializations-test/queries-13,13,900,N-Triples_utf-8_gzipped,N-Triples (GZIP),2,4,128,162,691327,659.3008041
/home/mmlab/serializations-test/queries-13,13,900,RDF_THRIFT,RDF Thrift,1,4,141,181,4162670,3969.831467
/home/mmlab/serializations-test/queries-13,13,900,RDF_THRIFT_gzipped,RDF Thrift (GZIP),3,4,180,219,844668,805.5381775
/home/mmlab/serializations-test/queries-13,13,900,RDF_THRIFT_Value,RDF Thrift (Value),2,4,157,166,4110436,3920.017242
/home/mmlab/serializations-test/queries-13,13,900,RDF_THRIFT_Value_gzipped,"RDF Thrift (Value,GZIP)",4,4,195,220,835188,796.497345
/home/mmlab/serializations-test/queries-13,13,900,SesameRIO_BINARY_1600,Sesame Binary (1600),5,4,57,73,4997433,4765.9235
/home/mmlab/serializations-test/queries-13,13,900,SesameRIO_BINARY_1600_gzipped,"Sesame Binary (1600,GZIP)",8,4,157,107,1043173,994.8472977
/home/mmlab/serializations-test/queries-13,13,900,SesameRIO_BINARY_32000,Sesame Binary (32000),6,4,98,90,4997433,4765.9235
/home/mmlab/serializations-test/queries-13,13,900,SesameRIO_BINARY_32000_gzipped,"Sesame Binary (32000,GZIP)",9,4,210,113,1042922,994.6079254
/home/mmlab/serializations-test/queries-13,13,900,SesameRIO_BINARY_800,Sesame Binary (800),4,4,61,64,4997433,4765.9235
/home/mmlab/serializations-test/queries-13,13,900,SesameRIO_BINARY_800_gzipped,Sesame Binary (800),7,4,175,142,1043167,994.8415756
/home/mmlab/serializations-test/queries-13,13,900,SesameRIO_TURTLE_0,Sesame Turtle,1,4,75,217,2424584,2312.263489
/home/mmlab/serializations-test/queries-13,13,900,SesameRIO_TURTLE_0_gzipped,Sesame Turtle (GZIP),2,4,128,267,665194,634.3784332
/home/mmlab/serializations-test/queries-13,13,900,Turtle_blocks,Jena Turtle (Blocks),1,4,143,352,2500012,2384.197235
/home/mmlab/serializations-test/queries-13,13,900,Turtle_blocks_gzipped,"Jena Turtle (Blocks,GZIP)",4,4,174,325,675059,643.7864304
/home/mmlab/serializations-test/queries-13,13,900,Turtle_flat,Jena Turtle (Flat),2,4,131,350,3515386,3352.53334
/home/mmlab/serializations-test/queries-13,13,900,Turtle_flat_gzipped,"Jena Turtle (Flat,GZIP)",5,4,179,408,664925,634.1218948
/home/mmlab/serializations-test/queries-13,13,900,Turtle_pretty,Jena Turtle (Pretty),3,4,141,336,2770776,2642.417908
/home/mmlab/serializations-test/queries-13,13,900,Turtle_pretty_gzipped,"Jena Turtle (Pretty,GZIP)",6,4,173,406,666748,635.8604431
/home/mmlab/serializations-test/queries-14,14,,"ERI_{disable_consistent_predicates=true, block_size=1024}",,4,1,35,34,158342,151.0066986
/home/mmlab/serializations-test/queries-14,14,,"ERI_{disable_consistent_predicates=true, block_size=1024}_gzip",,7,1,56,35,125871,120.0399399
/home/mmlab/serializations-test/queries-14,14,,"ERI_{disable_consistent_predicates=true, block_size=2048}",,5,1,39,31,158342,151.0066986
/home/mmlab/serializations-test/queries-14,14,,"ERI_{disable_consistent_predicates=true, block_size=2048}_gzip",,8,1,46,33,125871,120.0399399
/home/mmlab/serializations-test/queries-14,14,,"ERI_{disable_consistent_predicates=true, block_size=4096}",,6,1,37,33,158342,151.0066986
/home/mmlab/serializations-test/queries-14,14,,"ERI_{disable_consistent_predicates=true, block_size=4096}_gzip",,9,1,53,29,125871,120.0399399
/home/mmlab/serializations-test/queries-14,14,,N-Triples_utf-8,,1,1,13,18,1008778,962.0456696
/home/mmlab/serializations-test/queries-14,14,,N-Triples_utf-8_gzipped,,2,1,18,29,146704,139.9078369
/home/mmlab/serializations-test/queries-14,14,,RDF_THRIFT,,1,1,25,38,970584,925.6210327
/home/mmlab/serializations-test/queries-14,14,,RDF_THRIFT_gzipped,,3,1,45,32,178979,170.6876755
/home/mmlab/serializations-test/queries-14,14,,RDF_THRIFT_Value,,2,1,30,39,959866,915.3995514
/home/mmlab/serializations-test/queries-14,14,,RDF_THRIFT_Value_gzipped,,4,1,36,67,177358,169.1417694
/home/mmlab/serializations-test/queries-14,14,,SesameRIO_BINARY_1600,,5,1,12,14,1167572,1113.483429
/home/mmlab/serializations-test/queries-14,14,,SesameRIO_BINARY_1600_gzipped,,8,1,39,26,220850,210.6189728
/home/mmlab/serializations-test/queries-14,14,,SesameRIO_BINARY_32000,,6,1,20,13,1167572,1113.483429
/home/mmlab/serializations-test/queries-14,14,,SesameRIO_BINARY_32000_gzipped,,9,1,46,29,220851,210.6199265
/home/mmlab/serializations-test/queries-14,14,,SesameRIO_BINARY_800,,4,1,17,14,1167572,1113.483429
/home/mmlab/serializations-test/queries-14,14,,SesameRIO_BINARY_800_gzipped,,7,1,34,21,220920,210.68573
/home/mmlab/serializations-test/queries-14,14,,SesameRIO_TURTLE_0,,1,1,15,48,577308,550.5638123
/home/mmlab/serializations-test/queries-14,14,,SesameRIO_TURTLE_0_gzipped,,2,1,18,55,141148,134.6092224
/home/mmlab/serializations-test/queries-14,14,,Turtle_blocks,,1,1,24,86,609484,581.2492371
/home/mmlab/serializations-test/queries-14,14,,Turtle_blocks_gzipped,,4,1,42,91,143362,136.7206573
/home/mmlab/serializations-test/queries-14,14,,Turtle_flat,,2,1,32,89,829601,791.1691666
/home/mmlab/serializations-test/queries-14,14,,Turtle_flat_gzipped,,5,1,32,85,141356,134.8075867
/home/mmlab/serializations-test/queries-14,14,,Turtle_pretty,,3,1,43,78,663734,632.9860687
/home/mmlab/serializations-test/queries-14,14,,Turtle_pretty_gzipped,,6,1,41,83,141513,134.9573135
/home/mmlab/serializations-test/queries-14,14,,"ERI_{disable_consistent_predicates=true, block_size=1024}",,4,2,37,28,158342,151.0066986
/home/mmlab/serializations-test/queries-14,14,,"ERI_{disable_consistent_predicates=true, block_size=1024}_gzip",,7,2,44,30,125871,120.0399399
/home/mmlab/serializations-test/queries-14,14,,"ERI_{disable_consistent_predicates=true, block_size=2048}",,5,2,40,34,158342,151.0066986
/home/mmlab/serializations-test/queries-14,14,,"ERI_{disable_consistent_predicates=true, block_size=2048}_gzip",,8,2,46,37,125871,120.0399399
/home/mmlab/serializations-test/queries-14,14,,"ERI_{disable_consistent_predicates=true, block_size=4096}",,6,2,38,26,158342,151.0066986
/home/mmlab/serializations-test/queries-14,14,,"ERI_{disable_consistent_predicates=true, block_size=4096}_gzip",,9,2,38,31,125871,120.0399399
/home/mmlab/serializations-test/queries-14,14,,N-Triples_utf-8,,1,2,14,24,1008778,962.0456696
/home/mmlab/serializations-test/queries-14,14,,N-Triples_utf-8_gzipped,,2,2,26,41,146602,139.8105621
/home/mmlab/serializations-test/queries-14,14,,RDF_THRIFT,,1,2,30,28,970584,925.6210327
/home/mmlab/serializations-test/queries-14,14,,RDF_THRIFT_gzipped,,3,2,36,47,178965,170.674324
/home/mmlab/serializations-test/queries-14,14,,RDF_THRIFT_Value,,2,2,32,37,959866,915.3995514
/home/mmlab/serializations-test/queries-14,14,,RDF_THRIFT_Value_gzipped,,4,2,37,45,177315,169.1007614
/home/mmlab/serializations-test/queries-14,14,,SesameRIO_BINARY_1600,,5,2,14,20,1167572,1113.483429
/home/mmlab/serializations-test/queries-14,14,,SesameRIO_BINARY_1600_gzipped,,8,2,37,19,220935,210.7000351
/home/mmlab/serializations-test/queries-14,14,,SesameRIO_BINARY_32000,,6,2,21,18,1167572,1113.483429
/home/mmlab/serializations-test/queries-14,14,,SesameRIO_BINARY_32000_gzipped,,9,2,36,22,220912,210.6781006
/home/mmlab/serializations-test/queries-14,14,,SesameRIO_BINARY_800,,4,2,13,20,1167572,1113.483429
/home/mmlab/serializations-test/queries-14,14,,SesameRIO_BINARY_800_gzipped,,7,2,38,29,220914,210.6800079
/home/mmlab/serializations-test/queries-14,14,,SesameRIO_TURTLE_0,,1,2,19,55,577308,550.5638123
/home/mmlab/serializations-test/queries-14,14,,SesameRIO_TURTLE_0_gzipped,,2,2,28,57,141144,134.6054077
/home/mmlab/serializations-test/queries-14,14,,Turtle_blocks,,1,2,25,76,609484,581.2492371
/home/mmlab/serializations-test/queries-14,14,,Turtle_blocks_gzipped,,4,2,31,94,143344,136.7034912
/home/mmlab/serializations-test/queries-14,14,,Turtle_flat,,2,2,27,88,829601,791.1691666
/home/mmlab/serializations-test/queries-14,14,,Turtle_flat_gzipped,,5,2,36,96,141183,134.642601
/home/mmlab/serializations-test/queries-14,14,,Turtle_pretty,,3,2,35,73,663734,632.9860687
/home/mmlab/serializations-test/queries-14,14,,Turtle_pretty_gzipped,,6,2,54,74,141525,134.9687576
/home/mmlab/serializations-test/queries-14,14,,"ERI_{disable_consistent_predicates=true, block_size=1024}",,4,3,45,30,158342,151.0066986
/home/mmlab/serializations-test/queries-14,14,,"ERI_{disable_consistent_predicates=true, block_size=1024}_gzip",,7,3,42,34,125871,120.0399399
/home/mmlab/serializations-test/queries-14,14,,"ERI_{disable_consistent_predicates=true, block_size=2048}",,5,3,37,32,158342,151.0066986
/home/mmlab/serializations-test/queries-14,14,,"ERI_{disable_consistent_predicates=true, block_size=2048}_gzip",,8,3,37,29,125871,120.0399399
/home/mmlab/serializations-test/queries-14,14,,"ERI_{disable_consistent_predicates=true, block_size=4096}",,6,3,44,36,158342,151.0066986
/home/mmlab/serializations-test/queries-14,14,,"ERI_{disable_consistent_predicates=true, block_size=4096}_gzip",,9,3,40,36,125871,120.0399399
/home/mmlab/serializations-test/queries-14,14,,N-Triples_utf-8,,1,3,14,33,1008778,962.0456696
/home/mmlab/serializations-test/queries-14,14,,N-Triples_utf-8_gzipped,,2,3,23,34,146704,139.9078369
/home/mmlab/serializations-test/queries-14,14,,RDF_THRIFT,,1,3,37,35,970584,925.6210327
/home/mmlab/serializations-test/queries-14,14,,RDF_THRIFT_gzipped,,3,3,41,43,178979,170.6876755
/home/mmlab/serializations-test/queries-14,14,,RDF_THRIFT_Value,,2,3,32,39,959866,915.3995514
/home/mmlab/serializations-test/queries-14,14,,RDF_THRIFT_Value_gzipped,,4,3,33,42,177354,169.1379547
/home/mmlab/serializations-test/queries-14,14,,SesameRIO_BINARY_1600,,5,3,11,13,1167572,1113.483429
/home/mmlab/serializations-test/queries-14,14,,SesameRIO_BINARY_1600_gzipped,,8,3,41,29,220978,210.7410431
/home/mmlab/serializations-test/queries-14,14,,SesameRIO_BINARY_32000,,6,3,15,17,1167572,1113.483429
/home/mmlab/serializations-test/queries-14,14,,SesameRIO_BINARY_32000_gzipped,,9,3,44,21,220910,210.6761932
/home/mmlab/serializations-test/queries-14,14,,SesameRIO_BINARY_800,,4,3,9,14,1167572,1113.483429
/home/mmlab/serializations-test/queries-14,14,,SesameRIO_BINARY_800_gzipped,,7,3,40,25,220913,210.6790543
/home/mmlab/serializations-test/queries-14,14,,SesameRIO_TURTLE_0,,1,3,16,44,577308,550.5638123
/home/mmlab/serializations-test/queries-14,14,,SesameRIO_TURTLE_0_gzipped,,2,3,24,56,141132,134.5939636
/home/mmlab/serializations-test/queries-14,14,,Turtle_blocks,,1,3,32,74,609484,581.2492371
/home/mmlab/serializations-test/queries-14,14,,Turtle_blocks_gzipped,,4,3,31,93,143358,136.7168427
/home/mmlab/serializations-test/queries-14,14,,Turtle_flat,,2,3,23,83,829601,791.1691666
/home/mmlab/serializations-test/queries-14,14,,Turtle_flat_gzipped,,5,3,43,90,141293,134.7475052
/home/mmlab/serializations-test/queries-14,14,,Turtle_pretty,,3,3,34,72,663734,632.9860687
/home/mmlab/serializations-test/queries-14,14,,Turtle_pretty_gzipped,,6,3,38,74,141530,134.973526
/home/mmlab/serializations-test/queries-14,14,184,"ERI_{disable_consistent_predicates=true, block_size=1024}",ERI (1024),4,4,29,32,158342,151.0066986
/home/mmlab/serializations-test/queries-14,14,184,"ERI_{disable_consistent_predicates=true, block_size=1024}_gzip","ERI (1024,GZIP)",7,4,36,28,125871,120.0399399
/home/mmlab/serializations-test/queries-14,14,184,"ERI_{disable_consistent_predicates=true, block_size=2048}",ERI (2048),5,4,38,25,158342,151.0066986
/home/mmlab/serializations-test/queries-14,14,184,"ERI_{disable_consistent_predicates=true, block_size=2048}_gzip","ERI (2048,GZIP)",8,4,42,32,125871,120.0399399
/home/mmlab/serializations-test/queries-14,14,184,"ERI_{disable_consistent_predicates=true, block_size=4096}",ERI (4096),6,4,36,30,158342,151.0066986
/home/mmlab/serializations-test/queries-14,14,184,"ERI_{disable_consistent_predicates=true, block_size=4096}_gzip","ERI (4096,GZIP)",9,4,41,32,125871,120.0399399
/home/mmlab/serializations-test/queries-14,14,184,N-Triples_utf-8,N-Triples,1,4,14,24,1008778,962.0456696
/home/mmlab/serializations-test/queries-14,14,184,N-Triples_utf-8_gzipped,N-Triples (GZIP),2,4,24,34,146586,139.7953033
/home/mmlab/serializations-test/queries-14,14,184,RDF_THRIFT,RDF Thrift,1,4,28,39,970584,925.6210327
/home/mmlab/serializations-test/queries-14,14,184,RDF_THRIFT_gzipped,RDF Thrift (GZIP),3,4,36,46,179024,170.7305908
/home/mmlab/serializations-test/queries-14,14,184,RDF_THRIFT_Value,RDF Thrift (Value),2,4,28,31,959866,915.3995514
/home/mmlab/serializations-test/queries-14,14,184,RDF_THRIFT_Value_gzipped,"RDF Thrift (Value,GZIP)",4,4,31,32,177392,169.1741943
/home/mmlab/serializations-test/queries-14,14,184,SesameRIO_BINARY_1600,Sesame Binary (1600),5,4,9,16,1167572,1113.483429
/home/mmlab/serializations-test/queries-14,14,184,SesameRIO_BINARY_1600_gzipped,"Sesame Binary (1600,GZIP)",8,4,41,28,220936,210.7009888
/home/mmlab/serializations-test/queries-14,14,184,SesameRIO_BINARY_32000,Sesame Binary (32000),6,4,21,17,1167572,1113.483429
/home/mmlab/serializations-test/queries-14,14,184,SesameRIO_BINARY_32000_gzipped,"Sesame Binary (32000,GZIP)",9,4,42,20,220853,210.6218338
/home/mmlab/serializations-test/queries-14,14,184,SesameRIO_BINARY_800,Sesame Binary (800),4,4,15,17,1167572,1113.483429
/home/mmlab/serializations-test/queries-14,14,184,SesameRIO_BINARY_800_gzipped,Sesame Binary (800),7,4,40,26,220895,210.6618881
/home/mmlab/serializations-test/queries-14,14,184,SesameRIO_TURTLE_0,Sesame Turtle,1,4,15,53,577308,550.5638123
/home/mmlab/serializations-test/queries-14,14,184,SesameRIO_TURTLE_0_gzipped,Sesame Turtle (GZIP),2,4,28,56,141110,134.5729828
/home/mmlab/serializations-test/queries-14,14,184,Turtle_blocks,Jena Turtle (Blocks),1,4,27,74,609484,581.2492371
/home/mmlab/serializations-test/queries-14,14,184,Turtle_blocks_gzipped,"Jena Turtle (Blocks,GZIP)",4,4,36,88,143328,136.6882324
/home/mmlab/serializations-test/queries-14,14,184,Turtle_flat,Jena Turtle (Flat),2,4,36,77,829601,791.1691666
/home/mmlab/serializations-test/queries-14,14,184,Turtle_flat_gzipped,"Jena Turtle (Flat,GZIP)",5,4,42,70,141171,134.6311569
/home/mmlab/serializations-test/queries-14,14,184,Turtle_pretty,Jena Turtle (Pretty),3,4,38,78,663734,632.9860687
/home/mmlab/serializations-test/queries-14,14,184,Turtle_pretty_gzipped,"Jena Turtle (Pretty,GZIP)",6,4,30,81,141522,134.9658966
/home/mmlab/serializations-test/queries-15,15,,"ERI_{disable_consistent_predicates=true, block_size=1024}",,4,1,365,274,1610046,1535.459518
/home/mmlab/serializations-test/queries-15,15,,"ERI_{disable_consistent_predicates=true, block_size=1024}_gzip",,7,1,519,351,1286769,1227.158546
/home/mmlab/serializations-test/queries-15,15,,"ERI_{disable_consistent_predicates=true, block_size=2048}",,5,1,392,288,1610046,1535.459518
/home/mmlab/serializations-test/queries-15,15,,"ERI_{disable_consistent_predicates=true, block_size=2048}_gzip",,8,1,492,326,1286769,1227.158546
/home/mmlab/serializations-test/queries-15,15,,"ERI_{disable_consistent_predicates=true, block_size=4096}",,6,1,385,285,1610046,1535.459518
/home/mmlab/serializations-test/queries-15,15,,"ERI_{disable_consistent_predicates=true, block_size=4096}_gzip",,9,1,467,334,1286769,1227.158546
/home/mmlab/serializations-test/queries-15,15,,N-Triples_utf-8,,1,1,152,258,10414918,9932.439804
/home/mmlab/serializations-test/queries-15,15,,N-Triples_utf-8_gzipped,,2,1,229,343,1383348,1319.263458
/home/mmlab/serializations-test/queries-15,15,,RDF_THRIFT,,1,1,304,355,9940275,9479.784966
/home/mmlab/serializations-test/queries-15,15,,RDF_THRIFT_gzipped,,3,1,408,489,1696618,1618.021011
/home/mmlab/serializations-test/queries-15,15,,RDF_THRIFT_Value,,2,1,286,357,9836205,9380.536079
/home/mmlab/serializations-test/queries-15,15,,RDF_THRIFT_Value_gzipped,,4,1,388,487,1678597,1600.834846
/home/mmlab/serializations-test/queries-15,15,,SesameRIO_BINARY_1600,,5,1,120,136,10560632,10071.4035
/home/mmlab/serializations-test/queries-15,15,,SesameRIO_BINARY_1600_gzipped,,8,1,335,241,2080523,1984.14135
/home/mmlab/serializations-test/queries-15,15,,SesameRIO_BINARY_32000,,6,1,177,147,10560632,10071.4035
/home/mmlab/serializations-test/queries-15,15,,SesameRIO_BINARY_32000_gzipped,,9,1,412,224,2080575,1984.190941
/home/mmlab/serializations-test/queries-15,15,,SesameRIO_BINARY_800,,4,1,115,158,10560632,10071.4035
/home/mmlab/serializations-test/queries-15,15,,SesameRIO_BINARY_800_gzipped,,7,1,315,219,2080494,1984.113693
/home/mmlab/serializations-test/queries-15,15,,SesameRIO_TURTLE_0,,1,1,143,448,5350651,5102.778435
